Study_ID,DOI,Design (Control/Burn; Pre/Post),Latitude,Longitude,Area_watershed,Area_unit,Pair,Climate,Site,Sampling_Date,Burn_Unburn,Time_Since_Fire,Mean_Median_or_IndividualSample,DOC,DOC_unit,STDEV_DOC,STER_DOC,NO3,NO3_unit,STDEV_NO3,STER_NO3,Data_Found,Notes
Stephan et al. 2015,10.1371/journal.pone.0119560,Control_Reference_vs_Impact,44.833333,-116.35,224,,Site_3,Dsb,Ha,2006,Burn,3,Individual,,,,,156.6,ug_L,,,Supplemental,
Stephan et al. 2015,10.1371/journal.pone.0119560,Control_Reference_vs_Impact,44.833333,-116.35,224,,Site_3,Dsb,Ha,2006,Burn,3,Individual,,,,,15.4,ug_L,,,Supplemental,
Stephan et al. 2015,10.1371/journal.pone.0119560,Control_Reference_vs_Impact,44.833333,-116.35,224,,Site_3,Dsb,Ha,2006,Burn,3,Individual,,,,,78.8,ug_L,,,Supplemental,
Stephan et al. 2015,10.1371/journal.pone.0119560,Control_Reference_vs_Impact,44.833333,-116.35,224,,Control_3,Dsb,Ha,2006,Unburn,3,Individual,,,,,48,ug_L,,,Supplemental,
Stephan et al. 2015,10.1371/journal.pone.0119560,Control_Reference_vs_Impact,44.833333,-116.35,224,,Control_3,Dsb,Ha,2006,Unburn,3,Individual,,,,,1.3,ug_L,,,Supplemental,
Stephan et al. 2015,10.1371/journal.pone.0119560,Control_Reference_vs_Impact,44.833333,-116.35,224,,Control_3,Dsb,Ha,2006,Unburn,3,Individual,,,,,0.9,ug_L,,,Supplemental,
Stephan et al. 2015,10.1371/journal.pone.0119560,Control_Reference_vs_Impact,44.833333,-116.35,224,,Control_3,Dsb,Ha,2006,Unburn,3,Individual,,,,,1.1,ug_L,,,Supplemental,
Stephan et al. 2015,10.1371/journal.pone.0119560,Control_Reference_vs_Impact,44.833333,-116.35,224,,Control_3,Dsb,Ha,2006,Unburn,3,Individual,,,,,1.3,ug_L,,,Supplemental,
Stephan et al. 2015,10.1371/journal.pone.0119560,Control_Reference_vs_Impact,44.833333,-116.35,224,,Control_3,Dsb,Ha,2006,Unburn,3,Individual,,,,,6.2,ug_L,,,Supplemental,
Stephan et al. 2015,10.1371/journal.pone.0119560,Control_Reference_vs_Impact,44.833333,-116.35,224,,Control_3,Dsb,Ha,2006,Unburn,3,Individual,,,,,17.4,ug_L,,,Supplemental,
Stephan et al. 2015,10.1371/journal.pone.0119560,Control_Reference_vs_Impact,44.833333,-116.35,224,,Control_3,Dsb,Ha,2006,Unburn,3,Individual,,,,,12.8,ug_L,,,Supplemental,
Stephan et al. 2015,10.1371/journal.pone.0119560,Control_Reference_vs_Impact,44.7,-115.7333333,130,,Site_4,Dsb,SF,2006,Burn,3,Individual,,,,,732.9,ug_L,,,Supplemental,
Stephan et al. 2015,10.1371/journal.pone.0119560,Control_Reference_vs_Impact,44.7,-115.7333333,130,,Site_4,Dsb,SF,2006,Burn,3,Individual,,,,,188,ug_L,,,Supplemental,
Stephan et al. 2015,10.1371/journal.pone.0119560,Control_Reference_vs_Impact,44.7,-115.7333333,130,,Site_4,Dsb,SF,2006,Burn,3,Individual,,,,,776.8,ug_L,,,Supplemental,
Stephan et al. 2015,10.1371/journal.pone.0119560,Control_Reference_vs_Impact,44.7,-115.7333333,130,,Site_4,Dsb,SF,2006,Burn,3,Individual,,,,,466.5,ug_L,,,Supplemental,
Stephan et al. 2015,10.1371/journal.pone.0119560,Control_Reference_vs_Impact,44.7,-115.7333333,130,,Site_4,Dsb,SF,2006,Burn,3,Individual,,,,,131,ug_L,,,Supplemental,
Stephan et al. 2015,10.1371/journal.pone.0119560,Control_Reference_vs_Impact,44.7,-115.7333333,130,,Site_4,Dsb,SF,2006,Burn,3,Individual,,,,,71.3,ug_L,,,Supplemental,
Stephan et al. 2015,10.1371/journal.pone.0119560,Control_Reference_vs_Impact,44.7,-115.7333333,130,,Site_4,Dsb,SF,2006,Burn,3,Individual,,,,,55.7,ug_L,,,Supplemental,
Stephan et al. 2015,10.1371/journal.pone.0119560,Control_Reference_vs_Impact,44.7,-115.7333333,130,,Control_4,Dsb,SF,2006,Unburn,3,Individual,,,,,197.3,ug_L,,,Supplemental,
Stephan et al. 2015,10.1371/journal.pone.0119560,Control_Reference_vs_Impact,44.7,-115.7333333,130,,Control_4,Dsb,SF,2006,Unburn,3,Individual,,,,,1,ug_L,,,Supplemental,
Stephan et al. 2015,10.1371/journal.pone.0119560,Control_Reference_vs_Impact,44.7,-115.7333333,130,,Control_4,Dsb,SF,2006,Unburn,3,Individual,,,,,54.5,ug_L,,,Supplemental,
Stephan et al. 2015,10.1371/journal.pone.0119560,Control_Reference_vs_Impact,44.7,-115.7333333,130,,Control_4,Dsb,SF,2006,Unburn,3,Individual,,,,,2.3,ug_L,,,Supplemental,
Stephan et al. 2015,10.1371/journal.pone.0119560,Control_Reference_vs_Impact,44.7,-115.7333333,130,,Control_4,Dsb,SF,2006,Unburn,3,Individual,,,,,9.5,ug_L,,,Supplemental,
Stephan et al. 2015,10.1371/journal.pone.0119560,Control_Reference_vs_Impact,44.7,-115.7333333,130,,Control_4,Dsb,SF,2006,Unburn,3,Individual,,,,,3.3,ug_L,,,Supplemental,
Stephan et al. 2015,10.1371/journal.pone.0119560,Control_Reference_vs_Impact,44.7,-115.7333333,130,,Control_4,Dsb,SF,2006,Unburn,3,Individual,,,,,7.1,ug_L,,,Supplemental,
Stephan et al. 2015,10.1371/journal.pone.0119560,Control_Reference_vs_Impact,44.083333,-115.816667,21,,Site_2,Dsb,DC,,Burn,1,Individual,,,,,201.6,ug_L,,,Supplemental,
Stephan et al. 2015,10.1371/journal.pone.0119560,Control_Reference_vs_Impact,44.083333,-115.816667,21,,Site_2,Dsb,DC,,Burn,2,Individual,,,,,230.6,ug_L,,,Supplemental,
Stephan et al. 2015,10.1371/journal.pone.0119560,Control_Reference_vs_Impact,44.083333,-115.816667,21,,Site_2,Dsb,DC,,Burn,2,Individual,,,,,501.9,ug_L,,,Supplemental,
Stephan et al. 2015,10.1371/journal.pone.0119560,Control_Reference_vs_Impact,44.083333,-115.816667,21,,Control_2,Dsb,DC,,Unburn,2,Individual,,,,,0.3,ug_L,,,Supplemental,
