Study_ID,DOI,Design_Control_Burn_Pre_Post,latitude,longitude,Area_watershed,Area_unit,Pair,Climate,Site,Sampling_Date,Burn_Unburn,Time_Since_Fire,Mean_Median_or_IndividualSample,DOC,DOC_unit,STDEV_DOC,STER_DOC,NO3,NO3_unit,STDEV_NO3,STER_NO3,Data_Found,Notes
Gluns & Toews; 1989,pdf,Control_Reference_vs_Impact,49.712888,-116.122217,34.5,km,Site_2,Dfc,Middle Fork,  1986-04-22,Burn,1,Individual,-9999,N/A,N/A,N/A,0.190704086,mg_N_L,N/A,N/A,Figure_3; Hampton et al. 2022_Extracted,These are concentration differences between upstream and downstream sites on the same river for each siteI had to get access to this paper from the PNNL resource library. This paper also includes a time series of Q but I would have to extract it or find the USGS gauge. Hampton et al. 2022 extracted data from figure 3 so I used the data they extracted. 
Gluns & Toews; 1989,pdf,Control_Reference_vs_Impact,49.712888,-116.122217,34.5,km,Site_2,Dfc,Middle Fork,  1986-05-05,Burn,1,Individual,-9999,N/A,N/A,N/A,0.159310534,mg_N_L,N/A,N/A,Figure_3; Hampton et al. 2022_Extracted,These are concentration differences between upstream and downstream sites on the same river for each siteI had to get access to this paper from the PNNL resource library. This paper also includes a time series of Q but I would have to extract it or find the USGS gauge. Hampton et al. 2022 extracted data from figure 3 so I used the data they extracted. 
Gluns & Toews; 1989,pdf,Control_Reference_vs_Impact,49.712888,-116.122217,34.5,km,Site_2,Dfc,Middle Fork,  1986-05-17,Burn,1,Individual,-9999,N/A,N/A,N/A,0.084487414,mg_N_L,N/A,N/A,Figure_3; Hampton et al. 2022_Extracted,These are concentration differences between upstream and downstream sites on the same river for each siteI had to get access to this paper from the PNNL resource library. This paper also includes a time series of Q but I would have to extract it or find the USGS gauge. Hampton et al. 2022 extracted data from figure 3 so I used the data they extracted. 
Gluns & Toews; 1989,pdf,Control_Reference_vs_Impact,49.712888,-116.122217,34.5,km,Site_2,Dfc,Middle Fork,  1986-05-28,Burn,1,Individual,-9999,N/A,N/A,N/A,0.048271916,mg_N_L,N/A,N/A,Figure_3; Hampton et al. 2022_Extracted,These are concentration differences between upstream and downstream sites on the same river for each siteI had to get access to this paper from the PNNL resource library. This paper also includes a time series of Q but I would have to extract it or find the USGS gauge. Hampton et al. 2022 extracted data from figure 3 so I used the data they extracted. 
Gluns & Toews; 1989,pdf,Control_Reference_vs_Impact,49.712888,-116.122217,34.5,km,Site_2,Dfc,Middle Fork,  1986-06-16,Burn,1,Individual,-9999,N/A,N/A,N/A,0.019278027,mg_N_L,N/A,N/A,Figure_3; Hampton et al. 2022_Extracted,These are concentration differences between upstream and downstream sites on the same river for each siteI had to get access to this paper from the PNNL resource library. This paper also includes a time series of Q but I would have to extract it or find the USGS gauge. Hampton et al. 2022 extracted data from figure 3 so I used the data they extracted. 
Gluns & Toews; 1989,pdf,Control_Reference_vs_Impact,49.712888,-116.122217,34.5,km,Site_2,Dfc,Middle Fork,  1986-07-15,Burn,1,Individual,-9999,N/A,N/A,N/A,0.02163245,mg_N_L,N/A,N/A,Figure_3; Hampton et al. 2022_Extracted,These are concentration differences between upstream and downstream sites on the same river for each siteI had to get access to this paper from the PNNL resource library. This paper also includes a time series of Q but I would have to extract it or find the USGS gauge. Hampton et al. 2022 extracted data from figure 3 so I used the data they extracted. 
Gluns & Toews; 1989,pdf,Control_Reference_vs_Impact,49.712888,-116.122217,34.5,km,Site_2,Dfc,Middle Fork,  1986-08-19,Burn,1,Individual,-9999,N/A,N/A,N/A,0.05051512,mg_N_L,N/A,N/A,Figure_3; Hampton et al. 2022_Extracted,These are concentration differences between upstream and downstream sites on the same river for each siteI had to get access to this paper from the PNNL resource library. This paper also includes a time series of Q but I would have to extract it or find the USGS gauge. Hampton et al. 2022 extracted data from figure 3 so I used the data they extracted. 
Gluns & Toews; 1989,pdf,Control_Reference_vs_Impact,49.712888,-116.122217,34.5,km,Site_2,Dfc,Middle Fork,  1986-09-11,Burn,1,Individual,-9999,N/A,N/A,N/A,0.052882738,mg_N_L,N/A,N/A,Figure_3; Hampton et al. 2022_Extracted,These are concentration differences between upstream and downstream sites on the same river for each siteI had to get access to this paper from the PNNL resource library. This paper also includes a time series of Q but I would have to extract it or find the USGS gauge. Hampton et al. 2022 extracted data from figure 3 so I used the data they extracted. 
Gluns & Toews; 1989,pdf,Control_Reference_vs_Impact,49.712888,-116.122217,34.5,km,Site_2,Dfc,Middle Fork,  1986-10-07,Burn,1,Individual,-9999,N/A,N/A,N/A,0.089022834,mg_N_L,N/A,N/A,Figure_3; Hampton et al. 2022_Extracted,These are concentration differences between upstream and downstream sites on the same river for each siteI had to get access to this paper from the PNNL resource library. This paper also includes a time series of Q but I would have to extract it or find the USGS gauge. Hampton et al. 2022 extracted data from figure 3 so I used the data they extracted. 
Gluns & Toews; 1989,pdf,Control_Reference_vs_Impact,49.712888,-116.122217,34.5,km,Site_2,Dfc,Middle Fork,  1986-11-01,Burn,1,Individual,-9999,N/A,N/A,N/A,0.125164816,mg_N_L,N/A,N/A,Figure_3; Hampton et al. 2022_Extracted,These are concentration differences between upstream and downstream sites on the same river for each siteI had to get access to this paper from the PNNL resource library. This paper also includes a time series of Q but I would have to extract it or find the USGS gauge. Hampton et al. 2022 extracted data from figure 3 so I used the data they extracted. 
Gluns & Toews; 1989,pdf,Control_Reference_vs_Impact,49.712888,-116.122217,34.5,km,Site_2,Dfc,Middle Fork,  1986-12-08,Burn,1,Individual,-9999,N/A,N/A,N/A,0.139566565,mg_N_L,N/A,N/A,Figure_3; Hampton et al. 2022_Extracted,These are concentration differences between upstream and downstream sites on the same river for each siteI had to get access to this paper from the PNNL resource library. This paper also includes a time series of Q but I would have to extract it or find the USGS gauge. Hampton et al. 2022 extracted data from figure 3 so I used the data they extracted. 
Gluns & Toews; 1989,pdf,Control_Reference_vs_Impact,49.712888,-116.122217,34.5,km,Site_2,Dfc,Middle Fork,  1987-02-16,Burn,2,Individual,-9999,N/A,N/A,N/A,0.139423302,mg_N_L,N/A,N/A,Figure_3; Hampton et al. 2022_Extracted,These are concentration differences between upstream and downstream sites on the same river for each siteI had to get access to this paper from the PNNL resource library. This paper also includes a time series of Q but I would have to extract it or find the USGS gauge. Hampton et al. 2022 extracted data from figure 3 so I used the data they extracted. 
Gluns & Toews; 1989,pdf,Control_Reference_vs_Impact,49.712888,-116.122217,34.5,km,Site_2,Dfc,Middle Fork,  1987-03-26,Burn,2,Individual,-9999,N/A,N/A,N/A,0.288945128,mg_N_L,N/A,N/A,Figure_3; Hampton et al. 2022_Extracted,These are concentration differences between upstream and downstream sites on the same river for each siteI had to get access to this paper from the PNNL resource library. This paper also includes a time series of Q but I would have to extract it or find the USGS gauge. Hampton et al. 2022 extracted data from figure 3 so I used the data they extracted. 
Gluns & Toews; 1989,pdf,Control_Reference_vs_Impact,49.712888,-116.122217,34.5,km,Site_2,Dfc,Middle Fork,  1987-04-08,Burn,2,Individual,-9999,N/A,N/A,N/A,0.88248382,mg_N_L,N/A,N/A,Figure_3; Hampton et al. 2022_Extracted,These are concentration differences between upstream and downstream sites on the same river for each siteI had to get access to this paper from the PNNL resource library. This paper also includes a time series of Q but I would have to extract it or find the USGS gauge. Hampton et al. 2022 extracted data from figure 3 so I used the data they extracted. 
Gluns & Toews; 1989,pdf,Control_Reference_vs_Impact,49.712888,-116.122217,34.5,km,Site_2,Dfc,Middle Fork,  1987-04-23,Burn,2,Individual,-9999,N/A,N/A,N/A,0.76663645,mg_N_L,N/A,N/A,Figure_3; Hampton et al. 2022_Extracted,These are concentration differences between upstream and downstream sites on the same river for each siteI had to get access to this paper from the PNNL resource library. This paper also includes a time series of Q but I would have to extract it or find the USGS gauge. Hampton et al. 2022 extracted data from figure 3 so I used the data they extracted. 
Gluns & Toews; 1989,pdf,Control_Reference_vs_Impact,49.712888,-116.122217,34.5,km,Site_2,Dfc,Middle Fork,  1987-05-06,Burn,2,Individual,-9999,N/A,N/A,N/A,0.158565941,mg_N_L,N/A,N/A,Figure_3; Hampton et al. 2022_Extracted,These are concentration differences between upstream and downstream sites on the same river for each siteI had to get access to this paper from the PNNL resource library. This paper also includes a time series of Q but I would have to extract it or find the USGS gauge. Hampton et al. 2022 extracted data from figure 3 so I used the data they extracted. 
Gluns & Toews; 1989,pdf,Control_Reference_vs_Impact,49.712888,-116.122217,34.5,km,Site_2,Dfc,Middle Fork,  1987-06-03,Burn,2,Individual,-9999,N/A,N/A,N/A,0.049930756,mg_N_L,N/A,N/A,Figure_3; Hampton et al. 2022_Extracted,These are concentration differences between upstream and downstream sites on the same river for each siteI had to get access to this paper from the PNNL resource library. This paper also includes a time series of Q but I would have to extract it or find the USGS gauge. Hampton et al. 2022 extracted data from figure 3 so I used the data they extracted. 
Gluns & Toews; 1989,pdf,Control_Reference_vs_Impact,49.712888,-116.122217,34.5,km,Site_2,Dfc,Middle Fork,  1987-06-17,Burn,2,Individual,-9999,N/A,N/A,N/A,0.052315339,mg_N_L,N/A,N/A,Figure_3; Hampton et al. 2022_Extracted,These are concentration differences between upstream and downstream sites on the same river for each siteI had to get access to this paper from the PNNL resource library. This paper also includes a time series of Q but I would have to extract it or find the USGS gauge. Hampton et al. 2022 extracted data from figure 3 so I used the data they extracted. 
Gluns & Toews; 1989,pdf,Control_Reference_vs_Impact,49.712888,-116.122217,34.5,km,Site_2,Dfc,Middle Fork,  1987-07-07,Burn,2,Individual,-9999,N/A,N/A,N/A,0.028145283,mg_N_L,N/A,N/A,Figure_3; Hampton et al. 2022_Extracted,These are concentration differences between upstream and downstream sites on the same river for each siteI had to get access to this paper from the PNNL resource library. This paper also includes a time series of Q but I would have to extract it or find the USGS gauge. Hampton et al. 2022 extracted data from figure 3 so I used the data they extracted. 
Gluns & Toews; 1989,pdf,Control_Reference_vs_Impact,49.712888,-116.122217,34.5,km,Site_2,Dfc,Middle Fork,  1987-07-28,Burn,2,Individual,-9999,N/A,N/A,N/A,0.047404795,mg_N_L,N/A,N/A,Figure_3; Hampton et al. 2022_Extracted,These are concentration differences between upstream and downstream sites on the same river for each siteI had to get access to this paper from the PNNL resource library. This paper also includes a time series of Q but I would have to extract it or find the USGS gauge. Hampton et al. 2022 extracted data from figure 3 so I used the data they extracted. 
Gluns & Toews; 1989,pdf,Control_Reference_vs_Impact,49.712888,-116.122217,34.5,km,Site_2,Dfc,Middle Fork,  1987-08-20,Burn,2,Individual,-9999,N/A,N/A,N/A,0.057010988,mg_N_L,N/A,N/A,Figure_3; Hampton et al. 2022_Extracted,These are concentration differences between upstream and downstream sites on the same river for each siteI had to get access to this paper from the PNNL resource library. This paper also includes a time series of Q but I would have to extract it or find the USGS gauge. Hampton et al. 2022 extracted data from figure 3 so I used the data they extracted. 
Gluns & Toews; 1989,pdf,Control_Reference_vs_Impact,49.712888,-116.122217,34.5,km,Site_2,Dfc,Middle Fork,  1987-09-10,Burn,2,Individual,-9999,N/A,N/A,N/A,0.081096217,mg_N_L,N/A,N/A,Figure_3; Hampton et al. 2022_Extracted,These are concentration differences between upstream and downstream sites on the same river for each siteI had to get access to this paper from the PNNL resource library. This paper also includes a time series of Q but I would have to extract it or find the USGS gauge. Hampton et al. 2022 extracted data from figure 3 so I used the data they extracted. 
Gluns & Toews; 1989,pdf,Control_Reference_vs_Impact,49.712888,-116.122217,34.5,km,Site_2,Dfc,Middle Fork,  1987-10-08,Burn,2,Individual,-9999,N/A,N/A,N/A,0.066562514,mg_N_L,N/A,N/A,Figure_3; Hampton et al. 2022_Extracted,These are concentration differences between upstream and downstream sites on the same river for each siteI had to get access to this paper from the PNNL resource library. This paper also includes a time series of Q but I would have to extract it or find the USGS gauge. Hampton et al. 2022 extracted data from figure 3 so I used the data they extracted. 
Gluns & Toews; 1989,pdf,Control_Reference_vs_Impact,49.712888,-116.122217,34.5,km,Site_2,Dfc,Middle Fork,  1987-11-03,Burn,2,Individual,-9999,N/A,N/A,N/A,0.076161167,mg_N_L,N/A,N/A,Figure_3; Hampton et al. 2022_Extracted,These are concentration differences between upstream and downstream sites on the same river for each siteI had to get access to this paper from the PNNL resource library. This paper also includes a time series of Q but I would have to extract it or find the USGS gauge. Hampton et al. 2022 extracted data from figure 3 so I used the data they extracted. 
Gluns & Toews; 1989,pdf,Control_Reference_vs_Impact,49.712888,-116.122217,34.5,km,Site_2,Dfc,Middle Fork,  1987-12-07,Burn,2,Individual,-9999,N/A,N/A,N/A,0.119522874,mg_N_L,N/A,N/A,Figure_3; Hampton et al. 2022_Extracted,These are concentration differences between upstream and downstream sites on the same river for each siteI had to get access to this paper from the PNNL resource library. This paper also includes a time series of Q but I would have to extract it or find the USGS gauge. Hampton et al. 2022 extracted data from figure 3 so I used the data they extracted. 
Gluns & Toews; 1989,pdf,Control_Reference_vs_Impact,49.712888,-116.122217,34.5,km,Site_2,Dfc,Middle Fork,  1988-01-29,Burn,3,Individual,-9999,N/A,N/A,N/A,0.117002568,mg_N_L,N/A,N/A,Figure_3; Hampton et al. 2022_Extracted,These are concentration differences between upstream and downstream sites on the same river for each siteI had to get access to this paper from the PNNL resource library. This paper also includes a time series of Q but I would have to extract it or find the USGS gauge. Hampton et al. 2022 extracted data from figure 3 so I used the data they extracted. 
Gluns & Toews; 1989,pdf,Control_Reference_vs_Impact,49.712888,-116.122217,34.5,km,Site_2,Dfc,Middle Fork,  1988-03-08,Burn,3,Individual,-9999,N/A,N/A,N/A,0.148290557,mg_N_L,N/A,N/A,Figure_3; Hampton et al. 2022_Extracted,These are concentration differences between upstream and downstream sites on the same river for each siteI had to get access to this paper from the PNNL resource library. This paper also includes a time series of Q but I would have to extract it or find the USGS gauge. Hampton et al. 2022 extracted data from figure 3 so I used the data they extracted. 
Gluns & Toews; 1989,pdf,Control_Reference_vs_Impact,49.712888,-116.122217,34.5,km,Site_2,Dfc,Middle Fork,  1988-03-22,Burn,3,Individual,-9999,N/A,N/A,N/A,0.191693735,mg_N_L,N/A,N/A,Figure_3; Hampton et al. 2022_Extracted,These are concentration differences between upstream and downstream sites on the same river for each siteI had to get access to this paper from the PNNL resource library. This paper also includes a time series of Q but I would have to extract it or find the USGS gauge. Hampton et al. 2022 extracted data from figure 3 so I used the data they extracted. 
Gluns & Toews; 1989,pdf,Control_Reference_vs_Impact,49.712888,-116.122217,34.5,km,Site_2,Dfc,Middle Fork,  1988-04-20,Burn,3,Individual,-9999,N/A,N/A,N/A,0.396728273,mg_N_L,N/A,N/A,Figure_3; Hampton et al. 2022_Extracted,These are concentration differences between upstream and downstream sites on the same river for each siteI had to get access to this paper from the PNNL resource library. This paper also includes a time series of Q but I would have to extract it or find the USGS gauge. Hampton et al. 2022 extracted data from figure 3 so I used the data they extracted. 
Gluns & Toews; 1989,pdf,Control_Reference_vs_Impact,49.712888,-116.122217,34.5,km,Site_2,Dfc,Middle Fork,  1988-06-01,Burn,3,Individual,-9999,N/A,N/A,N/A,0.061254226,mg_N_L,N/A,N/A,Figure_3; Hampton et al. 2022_Extracted,These are concentration differences between upstream and downstream sites on the same river for each siteI had to get access to this paper from the PNNL resource library. This paper also includes a time series of Q but I would have to extract it or find the USGS gauge. Hampton et al. 2022 extracted data from figure 3 so I used the data they extracted. 
Gluns & Toews; 1989,pdf,Control_Reference_vs_Impact,49.712888,-116.122217,34.5,km,Site_2,Dfc,Middle Fork,  1988-06-18,Burn,3,Individual,-9999,N/A,N/A,N/A,0.049156002,mg_N_L,N/A,N/A,Figure_3; Hampton et al. 2022_Extracted,These are concentration differences between upstream and downstream sites on the same river for each siteI had to get access to this paper from the PNNL resource library. This paper also includes a time series of Q but I would have to extract it or find the USGS gauge. Hampton et al. 2022 extracted data from figure 3 so I used the data they extracted. 
Gluns & Toews; 1989,pdf,Control_Reference_vs_Impact,49.712888,-116.122217,34.5,km,Site_2,Dfc,Middle Fork,  1988-07-08,Burn,3,Individual,-9999,N/A,N/A,N/A,0.015334512,mg_N_L,N/A,N/A,Figure_3; Hampton et al. 2022_Extracted,These are concentration differences between upstream and downstream sites on the same river for each siteI had to get access to this paper from the PNNL resource library. This paper also includes a time series of Q but I would have to extract it or find the USGS gauge. Hampton et al. 2022 extracted data from figure 3 so I used the data they extracted. 
Gluns & Toews; 1989,pdf,Control_Reference_vs_Impact,49.712888,-116.122217,34.5,km,Site_2,Dfc,Middle Fork,  1988-09-08,Burn,3,Individual,-9999,N/A,N/A,N/A,0.077942535,mg_N_L,N/A,N/A,Figure_3; Hampton et al. 2022_Extracted,These are concentration differences between upstream and downstream sites on the same river for each siteI had to get access to this paper from the PNNL resource library. This paper also includes a time series of Q but I would have to extract it or find the USGS gauge. Hampton et al. 2022 extracted data from figure 3 so I used the data they extracted. 
Gluns & Toews; 1989,pdf,Control_Reference_vs_Impact,49.712888,-116.122217,34.5,km,Site_2,Dfc,Middle Fork,  1988-10-04,Burn,3,Individual,-9999,N/A,N/A,N/A,0.056174027,mg_N_L,N/A,N/A,Figure_3; Hampton et al. 2022_Extracted,These are concentration differences between upstream and downstream sites on the same river for each siteI had to get access to this paper from the PNNL resource library. This paper also includes a time series of Q but I would have to extract it or find the USGS gauge. Hampton et al. 2022 extracted data from figure 3 so I used the data they extracted. 
Gluns & Toews; 1989,pdf,Control_Reference_vs_Impact,49.706719,-116.140608,37.8,km,Control,Dfc,West Fork,  1985-09-08,Unburn,0,Individual,-9999,N/A,N/A,N/A,0.02,mg_N_L,N/A,N/A,Figure_3; Hampton et al. 2022_Extracted,These are concentration differences between upstream and downstream sites on the same river for each siteI had to get access to this paper from the PNNL resource library. This paper also includes a time series of Q but I would have to extract it or find the USGS gauge. Hampton et al. 2022 extracted data from figure 3 so I used the data they extracted. 
Gluns & Toews; 1989,pdf,Control_Reference_vs_Impact,49.706719,-116.140608,37.8,km,Control,Dfc,West Fork,  1985-10-06,Unburn,0,Individual,-9999,N/A,N/A,N/A,0.02,mg_N_L,N/A,N/A,Figure_3; Hampton et al. 2022_Extracted,These are concentration differences between upstream and downstream sites on the same river for each siteI had to get access to this paper from the PNNL resource library. This paper also includes a time series of Q but I would have to extract it or find the USGS gauge. Hampton et al. 2022 extracted data from figure 3 so I used the data they extracted. 
Gluns & Toews; 1989,pdf,Control_Reference_vs_Impact,49.706719,-116.140608,37.8,km,Control,Dfc,West Fork,  1985-11-05,Unburn,0,Individual,-9999,N/A,N/A,N/A,0.02,mg_N_L,N/A,N/A,Figure_3; Hampton et al. 2022_Extracted,These are concentration differences between upstream and downstream sites on the same river for each siteI had to get access to this paper from the PNNL resource library. This paper also includes a time series of Q but I would have to extract it or find the USGS gauge. Hampton et al. 2022 extracted data from figure 3 so I used the data they extracted. 
Gluns & Toews; 1989,pdf,Control_Reference_vs_Impact,49.706719,-116.140608,37.8,km,Control,Dfc,West Fork,  1985-12-12,Unburn,0,Individual,-9999,N/A,N/A,N/A,0.02,mg_N_L,N/A,N/A,Figure_3; Hampton et al. 2022_Extracted,These are concentration differences between upstream and downstream sites on the same river for each siteI had to get access to this paper from the PNNL resource library. This paper also includes a time series of Q but I would have to extract it or find the USGS gauge. Hampton et al. 2022 extracted data from figure 3 so I used the data they extracted. 
Gluns & Toews; 1989,pdf,Control_Reference_vs_Impact,49.706719,-116.140608,37.8,km,Control,Dfc,West Fork,  1986-01-27,Unburn,1,Individual,-9999,N/A,N/A,N/A,0.02,mg_N_L,N/A,N/A,Figure_3; Hampton et al. 2022_Extracted,These are concentration differences between upstream and downstream sites on the same river for each siteI had to get access to this paper from the PNNL resource library. This paper also includes a time series of Q but I would have to extract it or find the USGS gauge. Hampton et al. 2022 extracted data from figure 3 so I used the data they extracted. 
Gluns & Toews; 1989,pdf,Control_Reference_vs_Impact,49.706719,-116.140608,37.8,km,Control,Dfc,West Fork,  1986-02-20,Unburn,1,Individual,-9999,N/A,N/A,N/A,0.02,mg_N_L,N/A,N/A,Figure_3; Hampton et al. 2022_Extracted,These are concentration differences between upstream and downstream sites on the same river for each siteI had to get access to this paper from the PNNL resource library. This paper also includes a time series of Q but I would have to extract it or find the USGS gauge. Hampton et al. 2022 extracted data from figure 3 so I used the data they extracted. 
Gluns & Toews; 1989,pdf,Control_Reference_vs_Impact,49.706719,-116.140608,37.8,km,Control,Dfc,West Fork,  1986-03-12,Unburn,1,Individual,-9999,N/A,N/A,N/A,0.02,mg_N_L,N/A,N/A,Figure_3; Hampton et al. 2022_Extracted,These are concentration differences between upstream and downstream sites on the same river for each siteI had to get access to this paper from the PNNL resource library. This paper also includes a time series of Q but I would have to extract it or find the USGS gauge. Hampton et al. 2022 extracted data from figure 3 so I used the data they extracted. 
Gluns & Toews; 1989,pdf,Control_Reference_vs_Impact,49.706719,-116.140608,37.8,km,Control,Dfc,West Fork,  1986-04-08,Unburn,1,Individual,-9999,N/A,N/A,N/A,0.02,mg_N_L,N/A,N/A,Figure_3; Hampton et al. 2022_Extracted,These are concentration differences between upstream and downstream sites on the same river for each siteI had to get access to this paper from the PNNL resource library. This paper also includes a time series of Q but I would have to extract it or find the USGS gauge. Hampton et al. 2022 extracted data from figure 3 so I used the data they extracted. 
Gluns & Toews; 1989,pdf,Control_Reference_vs_Impact,49.706719,-116.140608,37.8,km,Control,Dfc,West Fork,  1986-05-02,Unburn,1,Individual,-9999,N/A,N/A,N/A,0.02,mg_N_L,N/A,N/A,Figure_3; Hampton et al. 2022_Extracted,These are concentration differences between upstream and downstream sites on the same river for each siteI had to get access to this paper from the PNNL resource library. This paper also includes a time series of Q but I would have to extract it or find the USGS gauge. Hampton et al. 2022 extracted data from figure 3 so I used the data they extracted. 
Gluns & Toews; 1989,pdf,Control_Reference_vs_Impact,49.706719,-116.140608,37.8,km,Control,Dfc,West Fork,  1986-05-19,Unburn,1,Individual,-9999,N/A,N/A,N/A,0.026573154,mg_N_L,N/A,N/A,Figure_3; Hampton et al. 2022_Extracted,These are concentration differences between upstream and downstream sites on the same river for each siteI had to get access to this paper from the PNNL resource library. This paper also includes a time series of Q but I would have to extract it or find the USGS gauge. Hampton et al. 2022 extracted data from figure 3 so I used the data they extracted. 
Gluns & Toews; 1989,pdf,Control_Reference_vs_Impact,49.706719,-116.140608,37.8,km,Control,Dfc,West Fork,  1986-06-02,Unburn,1,Individual,-9999,N/A,N/A,N/A,0.02,mg_N_L,N/A,N/A,Figure_3; Hampton et al. 2022_Extracted,These are concentration differences between upstream and downstream sites on the same river for each siteI had to get access to this paper from the PNNL resource library. This paper also includes a time series of Q but I would have to extract it or find the USGS gauge. Hampton et al. 2022 extracted data from figure 3 so I used the data they extracted. 
Gluns & Toews; 1989,pdf,Control_Reference_vs_Impact,49.706719,-116.140608,37.8,km,Control,Dfc,West Fork,  1986-07-06,Unburn,1,Individual,-9999,N/A,N/A,N/A,0.02,mg_N_L,N/A,N/A,Figure_3; Hampton et al. 2022_Extracted,These are concentration differences between upstream and downstream sites on the same river for each siteI had to get access to this paper from the PNNL resource library. This paper also includes a time series of Q but I would have to extract it or find the USGS gauge. Hampton et al. 2022 extracted data from figure 3 so I used the data they extracted. 
Gluns & Toews; 1989,pdf,Control_Reference_vs_Impact,49.706719,-116.140608,37.8,km,Control,Dfc,West Fork,  1986-07-31,Unburn,1,Individual,-9999,N/A,N/A,N/A,0.02,mg_N_L,N/A,N/A,Figure_3; Hampton et al. 2022_Extracted,These are concentration differences between upstream and downstream sites on the same river for each siteI had to get access to this paper from the PNNL resource library. This paper also includes a time series of Q but I would have to extract it or find the USGS gauge. Hampton et al. 2022 extracted data from figure 3 so I used the data they extracted. 
Gluns & Toews; 1989,pdf,Control_Reference_vs_Impact,49.706719,-116.140608,37.8,km,Control,Dfc,West Fork,  1986-08-18,Unburn,1,Individual,-9999,N/A,N/A,N/A,0.031214137,mg_N_L,N/A,N/A,Figure_3; Hampton et al. 2022_Extracted,These are concentration differences between upstream and downstream sites on the same river for each siteI had to get access to this paper from the PNNL resource library. This paper also includes a time series of Q but I would have to extract it or find the USGS gauge. Hampton et al. 2022 extracted data from figure 3 so I used the data they extracted. 
Gluns & Toews; 1989,pdf,Control_Reference_vs_Impact,49.706719,-116.140608,37.8,km,Control,Dfc,West Fork,  1986-09-10,Unburn,1,Individual,-9999,N/A,N/A,N/A,0.02,mg_N_L,N/A,N/A,Figure_3; Hampton et al. 2022_Extracted,These are concentration differences between upstream and downstream sites on the same river for each siteI had to get access to this paper from the PNNL resource library. This paper also includes a time series of Q but I would have to extract it or find the USGS gauge. Hampton et al. 2022 extracted data from figure 3 so I used the data they extracted. 
Gluns & Toews; 1989,pdf,Control_Reference_vs_Impact,49.706719,-116.140608,37.8,km,Control,Dfc,West Fork,  1986-10-05,Unburn,1,Individual,-9999,N/A,N/A,N/A,0.02,mg_N_L,N/A,N/A,Figure_3; Hampton et al. 2022_Extracted,These are concentration differences between upstream and downstream sites on the same river for each siteI had to get access to this paper from the PNNL resource library. This paper also includes a time series of Q but I would have to extract it or find the USGS gauge. Hampton et al. 2022 extracted data from figure 3 so I used the data they extracted. 
Gluns & Toews; 1989,pdf,Control_Reference_vs_Impact,49.706719,-116.140608,37.8,km,Control,Dfc,West Fork,  1986-11-22,Unburn,1,Individual,-9999,N/A,N/A,N/A,0.02,mg_N_L,N/A,N/A,Figure_3; Hampton et al. 2022_Extracted,These are concentration differences between upstream and downstream sites on the same river for each siteI had to get access to this paper from the PNNL resource library. This paper also includes a time series of Q but I would have to extract it or find the USGS gauge. Hampton et al. 2022 extracted data from figure 3 so I used the data they extracted. 
Gluns & Toews; 1989,pdf,Control_Reference_vs_Impact,49.706719,-116.140608,37.8,km,Control,Dfc,West Fork,  1986-12-27,Unburn,1,Individual,-9999,N/A,N/A,N/A,0.02,mg_N_L,N/A,N/A,Figure_3; Hampton et al. 2022_Extracted,These are concentration differences between upstream and downstream sites on the same river for each siteI had to get access to this paper from the PNNL resource library. This paper also includes a time series of Q but I would have to extract it or find the USGS gauge. Hampton et al. 2022 extracted data from figure 3 so I used the data they extracted. 
Gluns & Toews; 1989,pdf,Control_Reference_vs_Impact,49.706719,-116.140608,37.8,km,Control,Dfc,West Fork,  1987-01-20,Unburn,2,Individual,-9999,N/A,N/A,N/A,0.02,mg_N_L,N/A,N/A,Figure_3; Hampton et al. 2022_Extracted,These are concentration differences between upstream and downstream sites on the same river for each siteI had to get access to this paper from the PNNL resource library. This paper also includes a time series of Q but I would have to extract it or find the USGS gauge. Hampton et al. 2022 extracted data from figure 3 so I used the data they extracted. 
Gluns & Toews; 1989,pdf,Control_Reference_vs_Impact,49.706719,-116.140608,37.8,km,Control,Dfc,West Fork,  1987-02-18,Unburn,2,Individual,-9999,N/A,N/A,N/A,0.02,mg_N_L,N/A,N/A,Figure_3; Hampton et al. 2022_Extracted,These are concentration differences between upstream and downstream sites on the same river for each siteI had to get access to this paper from the PNNL resource library. This paper also includes a time series of Q but I would have to extract it or find the USGS gauge. Hampton et al. 2022 extracted data from figure 3 so I used the data they extracted. 
Gluns & Toews; 1989,pdf,Control_Reference_vs_Impact,49.706719,-116.140608,37.8,km,Control,Dfc,West Fork,  1987-03-06,Unburn,2,Individual,-9999,N/A,N/A,N/A,0.02,mg_N_L,N/A,N/A,Figure_3; Hampton et al. 2022_Extracted,These are concentration differences between upstream and downstream sites on the same river for each siteI had to get access to this paper from the PNNL resource library. This paper also includes a time series of Q but I would have to extract it or find the USGS gauge. Hampton et al. 2022 extracted data from figure 3 so I used the data they extracted. 
