DateTime,SiteCode,SampleCode,SamplingMethod,Offset,SampleType,SampleMedium,pH,EC,TIC,TOC,TN,F,Cl,NO2,Br,NO3,SO4,PO4,Be9,B11,Na23,Mg24,Al27,Si28,P31,K39,Ca40,Ti49,V51,Cr52,Mn55,Fe56,Co59,Ni60,Cu63,Zn64,As75,Se78,Sr88,Y89,Zr90,Mo98,Ag107,Cd111,Sn118,Sb121,Ba138,La139,Ce140,Pr141,Nd145,Sm147,Eu153,Gd157,Tb159,Dy164,Ho165,Er166,Tm169,Yb174,Lu175,Tl205,Pb208,U238,NH4-N,Ortho-P,FI,HIX,SUVA254,SUVA280,dD,d18O,SamplingNote
7/22/2015 11:55,RainColl_MCZOB_CC,NM_P431,PrcpColl,215.4,Grab,Precipitation,7.2,-9999,5.08,13.69,2.166,3.798,14.343,0.74,0.49,0.4,6.237,6.081,0.204,6.1933,105.2623,276.4185,17.6797,120.8656,546.1155,4146.8532,1043.0206,0.7814,0.06,0.036,66.134,21.7006,0.072,0.4921,1.2363,19.6242,0.18,0.3001,3.9224,25.4454,0.0288,0.0408,0.072,0.012,0.0008,0.0228,21.3645,21.9647,57.9723,3.0967,25.2053,6.9855,3.0607,21.1245,2.4497,7.1415,3.2167,2.0644,1.8244,6.1177,0.2401,0.0553,0.12,1.6804,-9999,-9999,1.3177,1.3586,0.0252,0.0204,-58.14,-7.95,Sampled by: Kate | Field Note: Sample very dirty | Volume: 500 ml | Description: bulk ppt w/o oil; closed canopy | Bottles used: 500 mL HDPE
7/22/2015 13:15,RainColl_Burn_Low_OC,NM_P432,PrcpColl,213.1,Grab,Precipitation,7.3,-9999,1.03,1.087,0.408,0.66,2.795,0.74,0.49,6.483,2.233,2.144,0.2111,0.4078,44.976,20.0533,2.1229,1.0794,53.1316,157.9556,110.3411,0.2279,0.048,0.072,3.4302,2.0629,0.036,0.1559,0.4078,4.8694,0.1079,0.2639,0.4797,6.1887,0.0084,0.0348,0.06,0.036,0.024,0.012,0.9715,4.1378,0.1559,0.2471,6.4526,4.3177,1.6671,7.8702,2.0161,4.2218,3.802,0.1367,2.6758,3.1063,0.036,0.0784,0.06,1.0794,-9999,-9999,1.2694,0.8279,0.0193,0.0147,-69.19,-9.85,Sampled by: Kate | Field Note:  | Volume: 500 ml | Description: bulk ppt w/o oil; open canopy | Bottles used: 500 mL HDPE
7/22/2015 13:20,RainColl_Burn_Low_CC,NM_P433,PrcpColl,213.1,Grab,Precipitation,7.14,-9999,2.938,10.31,0.195,0.66,4.671,0.74,0.49,0.4,2.797,2.656,0.1267,5.859,93.3483,193.3228,27.0861,78.3521,183.6741,1801.8658,921.8578,0.3139,0.093,0.0465,109.7394,16.9375,0.0581,0.186,0.8835,7.7422,0.4011,0.1976,7.347,33.7123,0.0244,0.0163,0.0581,0.0233,0.0116,0.0279,10.23,46.9648,96.7195,10.4973,46.0348,5.3475,1.8832,10.8112,1.7205,7.4865,2.1274,5.3359,2.5935,6.3142,1.3601,0.0687,0.1046,0.6975,-9999,-9999,1.2778,2.5829,0.032,0.0256,-66.26,-9.5,Sampled by: Kate | Field Note: Sample very dirty | Volume: 500 ml | Description: bulk ppt w/o oil; closed canopy | Bottles used: 500 mL HDPE
8/5/2015 12:15,RainColl_MCZOB,NM_P434,PrcpColl,336.4,Grab,Precipitation,7.44,-9999,4.208,3.539,4.288,0.66,4.53,0.74,0.49,0.4,10.54,6.89,0.0938,3.2845,93.6076,38.0061,3.8827,20.6453,486.8065,714.3738,178.3002,0.1173,0.0352,0.0352,7.2376,6.0411,0.0235,0.176,1.2082,25.9239,0.1056,0.3167,0.7742,7.742,0.0059,0.0329,0.0587,0.0469,0.0235,0.0551,2.088,6.9326,7.3783,0.5502,18.311,1.9942,0.8798,5.7009,0.1877,2.4047,2.1466,2.8622,0.2698,2.6276,0.2581,0.0489,0.2112,1.4076,-9999,-9999,1.1187,1.6691,0.0099,0.0079,-36.69,-5.55,Sampled by: Kate | Field Note:  | Volume: 500 ml | Description: bulk ppt w/o oil; open canopy | Bottles used: 500 mL HDPE
8/5/2015 11:55,RainColl_MCZOB_CC,NM_P435,PrcpColl,336,Grab,Precipitation,7.08,-9999,2.906,23.22,2.123,0.66,17.08,0.74,0.49,0.4,4.59,10.48,0.1545,7.988,78.8242,419.449,7.4054,177.8654,691.6989,5744.4485,1453.8171,0.5384,0.0454,0.0341,110.6264,18.434,0.0909,0.7269,3.5993,14.9243,0.1477,0.2044,5.8153,14.7653,0.017,0.0341,0.0454,0.0008,0.0227,0.0125,16.6508,11.7668,26.6912,5.7698,18.9564,11.0172,1.3175,3.9299,1.2835,4.5318,3.8731,4.8044,2.6669,1.3062,0.0341,0.053,1.7718,2.3852,-9999,-9999,1.397,1.0184,0.0148,0.0124,-41.45,-6.21,Sampled by: Kate | Field Note:  | Volume: 500 ml | Description: bulk ppt w/o oil; closed canopy | Bottles used: 500 mL HDPE
8/5/2015 16:30,RainColl_Burn_Low_OC,NM_P436,PrcpColl,339.2,Grab,Precipitation,7.09,-9999,0.872,1.285,0.532,0.66,2.73,0.74,0.49,13.01,4.2,0.755,0.0549,0.5927,52.3774,31.6109,3.6879,22.7203,30.2279,125.2361,338.0605,0.3908,0.0659,0.022,4.6758,11.9035,0.011,0.1317,0.6366,4.0611,0.011,0.2744,1.4927,6.1136,0.0055,0.011,0.0549,0.0329,0.011,0.0033,1.833,5.3025,3.3477,1.2403,10.4217,2.4147,0.8452,13.3797,1.0098,5.466,4.6868,0.7112,0.2525,0.8781,0.4281,0.0745,0.0659,1.2074,-9999,-9999,1.518,2.0626,0.0171,0.0132,-34.53,-5.38,Sampled by: Kate | Field Note:  | Volume: 500 ml | Description: bulk ppt w/o oil; open canopy | Bottles used: 500 mL HDPE
8/5/2015 16:35,RainColl_Burn_Low_CC,NM_P437,PrcpColl,339.2,Grab,Precipitation,7.11,-9999,2.748,8.509,0.387,0.66,6.3,0.74,0.49,0.4,1.91,0.755,0.186,4.1382,68.1174,166.6899,36.3138,103.3152,109.0343,1527.4097,1162.4122,1.4367,0.1395,0.0465,125.5405,28.8046,0.0035,0.1162,1.1392,4.2312,0.3022,0.7904,9.3458,32.0826,0.0465,0.0581,0.1162,0.0465,0.0233,0.0395,11.4381,43.7067,87.4134,9.9735,44.4042,18.6218,4.9984,15.7112,2.6736,17.2502,7.9277,5.6726,5.461,6.8815,2.8642,0.1632,0.186,3.2548,-9999,-9999,1.2508,4.7755,0.025,0.0201,-55.57,-8.12,Sampled by: Kate | Field Note:  | Volume: 500 ml | Description: bulk ppt w/o oil; closed canopy | Bottles used: 500 mL HDPE
8/19/2015 11:25,RainColl_MCZOB,NM_P438,PrcpColl,335.2,Grab,Precipitation,7.4,-9999,-9999,2.199,1.829,0.66,14.719,0.74,0.49,30.737,16.806,11.701,0.04,4.09,140.98,106.82,2.37,29.32,319.8,1146,884.24,0.23,0.08,0.07,11.86,1.08,0.02,0.04,0.55,114.81,0.3,1.91,2.98,8.86,0.33,0.15,0.23,0.02,0.05,0.2,7.5,4.58,10.76,0.81,4.57,3.98,0.06,0.15,0.02,2.94,0.14,0.225,0.05,0.97,0.62,0.12,0.02,0.39,-9999,-9999,1.6368,3.4127,0.0182,0.0136,-9999,-9999,Sampled by: Kate | Field Note:  | Volume: 450 ml | Description: bulk ppt w/o oil; open canopy | Bottles used: 500 mL HDPE
8/19/2015 11:20,RainColl_MCZOB_CC,NM_P439,PrcpColl,335.4,Grab,Precipitation,7.64,-9999,-9999,18.65,7.551,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.01,18.74,341.44,799.25,10.89,218.94,1864.36,14942.53,3146.41,0.31,0.03,0.09,152.57,4.43,0.09,0.86,3.42,26.69,0.39,4.08,9,35.56,0.0013,0.12,0.21,0.04,0.04,0.1,38.98,21.68,25.68,4.67,21.25,6.61,0.03,4.75,1.03,4.62,1.25,2.01,0.01,3.39,1.03,0.16,0.14,4.02,-9999,-9999,1.6808,2.9517,0.0243,0.0195,-9999,-9999,Sampled by: Kate | Field Note:  | Volume: 225 ml | Description: bulk ppt w/o oil; closed canopy | Bottles used: 500 mL HDPE
8/18/2015 15:05,RainColl_Burn_Low_OC,NM_P440,PrcpColl,310.6,Grab,Precipitation,7.2,-9999,1.96,3.121,1.072,0.66,5.762,0.74,0.49,34.802,14.684,8.158,0.04,3,121.02,133.63,4.21,7.28,89.33,1044.71,868.44,0.44,0.09,0.09,27.91,1.24,0.04,0.02,0.47,4.26,0.34,4.25,3.72,12.46,0.01,0.1,0.22,0.01,0.04,0.11,5.57,9.79,26.54,2.02,10.9,1.8,0.3,2.52,0.16,1.24,0.38,0.08,0.01,0.81,0.24,0.08,0.05,0.4,-9999,-9999,1.7926,2.0629,0.0163,0.0131,-9999,-9999,Sampled by: Kate | Field Note:  | Volume: 425 ml | Description: bulk ppt w/o oil; open canopy | Bottles used: 500 mL HDPE
8/18/2015 15:10,RainColl_Burn_Low_CC,NM_P441,PrcpColl,310.6,Grab,Precipitation,7.11,-9999,-9999,13.09,2.621,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.16,6.73,188.29,248.47,31.92,21.68,316.12,4089.28,1473.41,0.64,0.12,0.11,56.51,10.95,0.04,0.13,1.22,6.42,0.63,3.39,9.08,44.87,0.02,0.23,0.22,0.03,0.03,0.12,12.15,42.08,91.89,11.05,40.96,10.79,0.06,6.12,1.28,9.26,1.02,4.69,0.03,3.15,0.64,0.09,0.08,5.62,-9999,-9999,1.2665,2.9211,0.03,0.0232,-9999,-9999,Sampled by: Kate | Field Note:  | Volume: 225 ml | Description: bulk ppt w/o oil; closed canopy | Bottles used: 500 mL HDPE
8/31/2015 15:35,RainColl_MCZOB,NM_P442,PrcpColl,292.2,Grab,Precipitation,7.3,-9999,5.352,6.018,4.415,0.66,21.359,4.235,0.49,12.943,21.843,21.86,0.03,4.92,601.33,213.79,6.21,70.54,967.45,2688.4,1088.23,0.76,0.2,0.57,13.37,5.4,0.03,1.69,18778.2,63.79,0.29,0.38,4.58,18.36,0.08,0.06,0.67,0.15,0.03,0.26,6.99,19.34,49.34,6.49,18.2,4.32,22.71,4.48,2.4,4.38,2.37,4.07,1.96,4.34,2.83,0.01,0.42,2.92,-9999,-9999,1.6081,3.3619,0.0103,0.0076,-18.97,-1.94,Sampled by: Kate | Field Note:  | Volume: 350 ml | Description: bulk ppt w/o oil; open canopy | Bottles used: 500 mL HDPE
8/31/2015 15:40,RainColl_MCZOB_CC,NM_P443,PrcpColl,292.3,Grab,Precipitation,7.64,-9999,-9999,35.43,13.87,0.66,36.86,0.74,0.49,0.4,34.669,67.941,0.15,11.93,622.34,1157.78,13.16,270.49,2260.92,8493.91,4089.23,0.37,0.12,2.62,156.01,14.78,0.1,3.48,11.04,16.84,0.39,0.75,14.07,46.39,0.07,0.04,0.01,0.02,0.06,0.1,32.49,27.65,45.61,9.19,32.96,7.7,4.01,7.58,1.59,9.35,2.41,4.78,0.88,4.82,0.86,0.0127,0.17,4.77,-9999,-9999,1.5261,3.2153,0.0143,0.0113,-9.74,1.43,Sampled by: Kate | Field Note:  | Volume: 200 ml | Description: bulk ppt w/o oil; closed canopy | Bottles used: 500 mL HDPE
8/31/2015 11:50,RainColl_Burn_Low_OC,NM_P444,PrcpColl,308.8,Grab,Precipitation,7.15,-9999,2.716,4.827,0.174,0.66,5.497,0.74,0.49,0.4,6.529,8.902,0.05,0.64,98.79,343.95,2.66,29.32,353.07,1391.38,675.2,0.5,0.12,0.06,74.31,0.72,0.05,0.17,1.29,12,0.51,1.88,7.29,13.19,0.01,0.11,0.03,0.02,0.01,0.03,9.09,9.59,21.63,3.63,11.56,2.04,20.36,2.12,1.28,2.62,1.36,2.19,0.82,0.99,0.8,0.04,0.04,1.5,-9999,-9999,1.4323,1.5309,0.0137,0.0108,-9999,-9999,Sampled by: Kate | Field Note:  | Volume: 500 ml | Description: bulk ppt w/o oil; open canopy | Bottles used: 500 mL HDPE
8/31/2015 11:55,RainColl_Burn_Low_CC,NM_P445,PrcpColl,308.8,Grab,Precipitation,7.1,-9999,4.304,22.14,2.324,0.66,28.372,2.269,0.49,1.791,15.322,6.262,0.08,6.22,343.56,538.78,44.04,67.59,476.93,4507.69,2817.17,0.68,0.23,0.22,146.48,13.61,0.14,0.08,2.37,9.68,0.65,1.13,16.32,70.49,0.09,0.12,0.03,0.02,0.01,0.09,16.19,52.03,120.74,17.32,61.8,16.26,18.17,12.83,2.36,14.76,3.41,8.2,1.74,7.75,1.82,0.02,0.11,6.6,-9999,-9999,1.3529,3.8377,0.0112,0.0086,-21.5,-1.29,Sampled by: Kate | Field Note:  | Volume: 500 ml | Description: bulk ppt w/o oil; closed canopy | Bottles used: 500 mL HDPE
5/20/2015 13:20,RainColl_MCZOB,NM_P396,PrcpColl,49.3,Grab,Precipitation,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-34.48,-6.66,Sampled by: Kate | Field Note:  | Volume: 500 ml | Description: bulk ppt with oil; open canopy | Bottles used: 500 mL HDPE
5/20/2015 11:20,RainColl_Burn_Low_OC,NM_P399,PrcpColl,42.8,Grab,Precipitation,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-36.12,-6.92,Sampled by: Kate | Field Note:  | Volume: 500 ml | Description: bulk ppt with oil; open canopy | Bottles used: 500 mL HDPE
5/26/2015 11:30,RainColl_MCZOB,NM_P402,PrcpColl,142.3,Grab,Precipitation,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-73.59,-10.95,Sampled by: Kate | Field Note:  | Volume: 500 ml | Description: bulk ppt with oil; open canopy | Bottles used: 500 mL HDPE
5/26/2015 16:47,RainColl_Burn_Low_OC,NM_P405,PrcpColl,149.5,Grab,Precipitation,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-62.78,-9.67,Sampled by: Kate | Field Note:  | Volume: 500 ml | Description: bulk ppt with oil; open canopy | Bottles used: 500 mL HDPE
6/9/2015 11:30,RainColl_MCZOB,NM_P408,PrcpColl,336,Grab,Precipitation,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-57.79,-9.31,Sampled by: Kate | Field Note:  | Volume: 500 ml | Description: bulk ppt with oil; open canopy | Bottles used: 500 mL HDPE
6/9/2015 15:15,RainColl_Burn_Low_OC,NM_P411,PrcpColl,334.5,Grab,Precipitation,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-49.75,-7.23,Sampled by: Kate | Field Note:  | Volume: 500 ml | Description: bulk ppt with oil; open canopy | Bottles used: 500 mL HDPE
